x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,y
0.417411003148779,0.22210781047073000,0.1198653673336830,0.33761517140362800,0.9429097039125190,0.32320293202075500,0.5187906217433660,0.7030189588951780,0.363629602379294,0.9717820827209610,0.9624472949421110,0.25178229582536400,0.49724850589238500,0.30087830981677000,0.2848404943774680,0.036886947354532800,0.6095643339798970,0.5026790232288620,0.05147875124998940,0.27864646423661100,0.9082658859666540,0.23956189066697200,0.1448948720912230,0.489452760277563,0.9856504541106010,0.2420552715115000,0.6721355474058790,0.7616196153287180,0.23763754399240000,0.7282163486118600,0.3677831327192530,0.6323058305935800,0.6335297107608950,0.5357746840747590,0.0902897700544083,0.835302495589238,0.32078006497173600,0.18651851039985400,0.040775141554763900,0.5908929431882420,0.6775643618422820,0.016587828927856200,0.512093058299281,0.22649577519793800,0.6451727904094500,0.17436642900499100,0.690937738102466,0.3867353463005370,0.9367299887367350,0.13752094414599300,0.3410663510502590,0.11347352124058900,0.9246936182785630,0.877339353380981,0.2579416277151560,0.659984046034179,0.8172222002012160,0.5552008115994620,0.5296505783560070,0.24185229090045200,0.09310276780589920,0.8972157579533270,0.9004180571633310,0.6331014572732680,0.3390297910487010,0.3492095746126610,0.7259556788702390,0.8971102599525770,0.8870864242651170,0.7798755458576240,0.6420316461542880,0.08413996499504880,0.16162871409461400,0.8985541885270790,0.6064290596595900,0.009197051616629650,0.1014715428660320,0.6635017691080560,0.005061583846218690,0.16080805141749900,0.5487337893665860,0.6918951976926930,0.6519612595026010,0.22426930946056000,0.7121792213475360,0.23724908749680000,0.3253996981592680,0.7464914051180240,0.6496328990472150,0.8492234104941780,0.6576128923003430,0.5683086033354720,0.09367476782809250,0.3677158030594340,0.26520236768172500,0.24398964337908400,0.9730105547524460,0.3930977246667600,0.8920465551771130,0.6311386259972630,24.713268071682700
0.7948113035416480,0.5026370931051920,0.5769038846263590,0.4925176938188640,0.1952429877980450,0.7224521152615050,0.2807723624408560,0.02431596643145380,0.6454722959071680,0.17711067940704900,0.9404585843529140,0.9539285770025870,0.9148643902204490,0.3701587002554440,0.015456616528867400,0.9283185625877250,0.42818414831731400,0.9666548190436700,0.9636199770892530,0.8530094554673600,0.2944488920695860,0.38509772860192500,0.8511366715168570,0.31692200515627800,0.1694927466860930,0.5568012624583500,0.936154774160781,0.696029796674973,0.570061170089365,0.09717649377076850,0.6150072266991700,0.9900538501042630,0.14008401523652400,0.5183296523637370,0.8773730719279550,0.7407686177542040,0.697015740995268,0.7024840839871090,0.35949115121975500,0.29359184426449300,0.8093611554785140,0.8101133946791810,0.8670723185801040,0.9132405525564710,0.5113423988609380,0.5015162946872000,0.7982951789667750,0.6499639307777650,0.7019668772577030,0.795792669436101,0.8900053418175660,0.3379951568515360,0.375582952639944,0.093981939840869,0.578280140996174,0.035942273796742100,0.46559801813246000,0.5426446347075770,0.2865412521282840,0.5908332605690110,0.03050024993904940,0.03734818874921440,0.8226005606596580,0.3601906414112630,0.12706051265188500,0.5222432600548040,0.7699935530986110,0.21582102749684300,0.6228904758190000,0.085347464993768,0.0516817211686077,0.531354631568148,0.5406351216101070,0.6374299014982070,0.7260913337226620,0.9758520794625350,0.5163003483011950,0.32295647294124600,0.7951861947687040,0.2708322512620740,0.4389714207056360,0.07845638134226600,0.02535074341545750,0.9626484146779250,0.8359801205122060,0.695974206093698,0.4089529444142700,0.17329432007084600,0.15643704267108600,0.25024289816459500,0.5492266647061210,0.7145959227000620,0.6601973767177310,0.27993389694594300,0.9548652806631940,0.7378969166957690,0.5543540525114010,0.6117207462343520,0.4196000624277900,0.24773098950115700,24.973335588166100
0.3559726786512620,0.7578461104643690,0.014393488629755900,0.11607264050691600,0.04600264202175280,0.040728802318970100,0.8554605840110070,0.7036578593800240,0.4741738290873250,0.09783416065100150,0.49161587511683200,0.4734717707805660,0.17320186991001500,0.43385164923797300,0.39850473439737300,0.6158500980522170,0.6350936508676440,0.04530400977204450,0.3746126146264710,0.6258599157142360,0.5031362585800880,0.8564898411883220,0.658693631618945,0.1629344270814300,0.07056874740042980,0.6424192782063160,0.026511310541621800,0.5857755812734630,0.9402302414249580,0.575474177875879,0.3881699262065220,0.6432882184423530,0.45825289049151700,0.5456167893159350,0.9414648087765250,0.38610263780077400,0.9611905638239140,0.9053506419560640,0.19579113478929600,0.06936130087516550,0.10077800137742700,0.018221825651549700,0.0944429607559284,0.6830067734163570,0.07118864846022900,0.3189756302937610,0.8448753109694550,0.023271935735825900,0.8144684825889360,0.28185477477340000,0.11816482762165600,0.6967371653641510,0.628942846779884,0.877472013527053,0.7350710438038860,0.8034809303848490,0.2820345725713070,0.17743954377972300,0.7506147516408580,0.806834739267264,0.9905051420006730,0.4126176769114270,0.37201808579278300,0.7764129607419970,0.34080354025301800,0.9307573256035650,0.8584127518430120,0.42899402737501800,0.7508710677914970,0.7545428740846820,0.10312386883593300,0.9025529066795670,0.5052523724478570,0.8264574661077420,0.32004960103061200,0.8955232284962010,0.3892016787341630,0.01083765148029840,0.9053819764192640,0.09128667678613360,0.31931363759041500,0.9500619670508050,0.9506071469375560,0.5734378881232860,0.6318372121697990,0.44844552197832000,0.29321077169806500,0.32866454536991600,0.6725184560770380,0.75237452943768,0.7915790437258490,0.7896181427945540,0.09120610304869040,0.49442030470258100,0.057558760016644300,0.5495288823237360,0.441530501373377,0.8877041827583000,0.3509150125520790,0.11706701642760600,24.767477165963400
0.14299168205283600,0.7615106317174720,0.6182180633162610,0.10112267612279000,0.08410680611499740,0.70096913145912,0.07276300636419350,0.8218600592903560,0.7062422271564960,0.08134878064189980,0.08483771408519190,0.9866395785011760,0.3742707957561200,0.3706421470668910,0.8127995672575030,0.9472485773838590,0.9860010638228710,0.7533781852589420,0.37625958553091600,0.08350071669866880,0.7771469159274370,0.558404249735805,0.4242220092469760,0.906354385094736,0.11119748230615100,0.49262510429085900,0.011353644767419100,0.46866064199412600,0.05630327568183740,0.11881791626807200,0.11752624677710500,0.6492103021160640,0.7460448792654230,0.5833687650971600,0.9621725484745420,0.37487057952370400,0.28571208628186100,0.8685991281894600,0.22359583851945300,0.9632225394406110,0.012154474689816300,0.969878826707639,0.04315991195057610,0.8911431136980710,0.5277011090863000,0.9929647961193000,0.07379656473539890,0.5538542844013210,0.969302535619099,0.5230978441701490,0.6293986381352630,0.6957486889846170,0.45454106476777300,0.6275580800840630,0.5843143119231000,0.901158010490989,0.04544638034145790,0.2809631895922300,0.9504114840765590,0.8902637838909160,0.45565675278571300,0.6201325978015370,0.2773811829811330,0.1881211597237610,0.46369840493998200,0.3533522280260530,0.5836561118508720,0.07773463696498480,0.9743948076661670,0.9862107444796030,0.6981617140197450,0.5360963663441200,0.30952761628632800,0.8137950197069490,0.6847311725538790,0.1626169393448910,0.9109271844938430,0.822537242923169,0.949799913291924,0.72571950838836,0.6134151959357900,0.4182430362906190,0.9327284833540130,0.8660638895004080,0.04521867010618940,0.026366974497252000,0.3764633668780500,0.8105533307818330,0.9872761293149450,0.15041689110352800,0.5941307153521350,0.3808908566310220,0.9699143978146030,0.8421189231357090,0.8383287047111380,0.4686931597949700,0.4148195023376650,0.27340707193070600,0.056375496650927100,0.8647223762550530,23.75765841650320
0.8129010091300780,0.9997176732861310,0.9966368370739050,0.5554317056026270,0.7689874151805110,0.944765729882428,0.8496473906774120,0.24734810174319800,0.4505441353100940,0.12915941515149500,0.9540510272587220,0.60617463445088,0.22864280550346300,0.6717006844058570,0.6181282404578960,0.3581627180328410,0.11355759219962900,0.6715731955928000,0.5203077009037930,0.7723183917356390,0.5201635011119930,0.8521815003185400,0.5519068387744860,0.5609379715353860,0.876653602658345,0.40348286621239700,0.13401522845064100,0.028782676313339000,0.755137255673619,0.6203095513534650,0.7040797680992240,0.21296416150891100,0.13637147558677000,0.014544665667881900,0.350587558806597,0.5899176868546330,0.3922440450997320,0.43747492202372900,0.9041586944937480,0.34825546702330000,0.5139894891598110,0.7836530127411430,0.39654278232127000,0.6220867002278740,0.8623637087467450,0.9495206236576420,0.14707348092903800,0.9265876251614940,0.4921162930795380,0.25824438829895800,0.4591357562382610,0.980032575285477,0.4926180939928700,0.3287516102875080,0.6334008543167260,0.24014561877819300,0.07586332810866390,0.12887972191064900,0.12804583895777200,0.15190269351229400,0.13882717264941000,0.6408747448032150,0.18188008439914500,0.3456672833238630,0.8967884099060120,0.47396164026287200,0.6675577385210270,0.17231987120163000,0.19228901880867100,0.04086861626647890,0.16893506307216500,0.2785903390319590,0.17701048427674700,0.08870253375705560,0.12063587110060100,0.46077876803272600,0.2063337184057930,0.36426986104807500,0.5034172708548570,0.6903948286293650,0.039312139841098900,0.7994103989090430,0.6279003894909080,0.08175903194887190,0.8735786241067770,0.9208724005318130,0.06107795985486380,0.2768776481472040,0.8062012797930610,0.7482596903836580,0.18452101935637700,0.2093493233367100,0.370472102791382,0.4845229851910210,0.618254771530296,0.3689136395697720,0.4625347161331480,0.7474709381337570,0.0366832028905979,0.25243694434402100,21.49057010484770
0.7133495858845520,0.8952068376871990,0.5116774421156660,0.5321134852653160,0.10717201133977600,0.44741236682345500,0.5326172664550230,0.24247050363473000,0.26924323094938100,0.37728416310462300,0.02007119777772640,0.3220791655831780,0.21144800699654500,0.32749735217791500,0.11976213181925100,0.890527280739895,0.5935924535540490,0.6791023191444900,0.7891712386073380,0.4984421989290570,0.08692028808742370,0.5371065418185480,0.5868411180208790,0.74543947418433,0.4316595462296790,0.12758030279556400,0.28377590579872400,0.3630822963986350,0.6459172413316010,0.5707783046689120,0.35609672589784600,0.9865152487929800,0.6057748193568870,0.23722679173599400,0.10178247262040400,0.15285913918433200,0.24595772838450800,0.16068137325955600,0.18656702405130600,0.2850951686938470,0.17337359529475500,0.8967654246264250,0.08023374566164220,0.5245113895702550,0.4103968269896620,0.9823786169086060,0.11203890216805200,0.39785559904574200,0.9694704332753690,0.8655071258939800,0.8170720709492800,0.25790282704494000,0.17088758739006600,0.668643219924431,0.9293759891275860,0.5567628930139300,0.5716126894699000,0.2799790936602840,0.7694929331919370,0.18704374855752300,0.3236792364042440,0.4254364386164170,0.507610378684455,0.24240973241508000,0.11483682473920400,0.6106200424416330,0.28863055324025600,0.5812382214226120,0.1543627152742020,0.4811401018548180,0.5325894325515860,0.05182353682242690,0.3366042781939210,0.13441467693897400,0.06337497047276770,0.9899602323899450,0.32235384497472300,0.8098744458546350,0.25464065476376400,0.6815027222239290,0.7602278598896870,0.5956387406078440,0.47157618855015800,0.41184091414726900,0.3488682665429950,0.9295291442478260,0.8306194077877290,0.9650269106665130,0.12429722348554500,0.7308674752036440,0.9383404568210380,0.18123306616566000,0.0664962673667775,0.741120649290059,0.5744731131799120,0.8418287767582720,0.1397723766262900,0.7952673118598900,0.20162732004774500,0.1636559428657050,23.83176224940480
0.16426579793099300,0.8145747202313820,0.6651972206962000,0.5230654247691190,0.3588304841235030,0.8772005408131080,0.3924451074226350,0.8165994394715770,0.4391349085702180,0.3769444294249080,0.46267978566960600,0.3013778741641420,0.7476093801762510,0.5027203900924790,0.2322126951468170,0.8995745732745690,0.3838912213732110,0.5435528611139890,0.9064721109645470,0.6242379959139920,0.11689804070836400,0.9398321236134750,0.6277080530714180,0.3349056146570860,0.13927207266338700,0.794025189270296,0.6200727559285140,0.5334610919763220,0.8938925830509580,0.7885972112245310,0.15167487973275100,0.31172206779554800,0.24848913981446600,0.743946292572677,0.03353243473577940,0.5698896848713170,0.7624586857406910,0.8767656367617500,0.34208174871590700,0.8212573046720130,0.11063173695520700,0.8464522917345180,0.12748866233198200,0.39728729056036700,0.7972953657795540,0.14991742734877400,0.22925139523264100,0.7222525683930660,0.7200365365460740,0.6411476328852970,0.6939484444671,0.5427244433475960,0.25179905890695300,0.34569599350391900,0.18159771680142600,0.9084505613336280,0.5833917947661210,0.4008514167636400,0.4620058036441330,0.9472833396118150,0.1533514031160800,0.5862298320167970,0.505888678884466,0.6114542354346480,0.01811018382084050,0.8721239089441520,0.9321182824836120,0.5651331835892090,0.6966508238768920,0.9224993811772960,0.7072386343133990,0.15253904291426100,0.5762883601668130,0.6067150463828560,0.424130671302386,0.7364442356247230,0.9343670147690150,0.9255685129067760,0.4508393714041320,0.11323804584075500,0.9848411989623350,0.8388980864459340,0.12466268120326700,0.9208418826173720,0.8698963620621280,0.5188380571260720,0.5912754357449290,0.39900270387013000,0.05476163882203130,0.3351972416459010,0.8028534485980110,0.004632023004602860,0.3334991716911440,0.3981686935909430,0.5373956029379230,0.9198556164127610,0.34634599436596100,0.3469532018962280,0.7375012481097480,0.45221794088980700,23.820467677056500
0.22460482293998200,0.4524395161326930,0.14085702037980000,0.1763869865062230,0.49836777273948000,0.4189254495045480,0.9148459010681,0.3623938991166330,0.5805883502780440,0.6322642879195300,0.013094456588333600,0.6635373720167110,0.17803596686975100,0.9610703174694550,0.14866272775311300,0.41462412372702400,0.08534966807864390,0.9968742518459470,0.5021950103312430,0.5953850173200440,0.06707647738842750,0.7499604703991780,0.20990559309558600,0.8980542894407140,0.20513964048200700,0.19068772066366700,0.03654966784809490,0.47206694510999900,0.5648411332626160,0.06570863942835240,0.7755276166950110,0.4532888347480280,0.52439026932758,0.44076274693822800,0.400763060875326,0.5596403313082180,0.1552402459307130,0.18192813049527100,0.8617856210135170,0.9461154621336330,0.37330931627975300,0.27074467314355400,0.6439995432390160,0.4087341710980960,0.02538635566034490,0.15615259736619000,0.7159722288473980,0.6589239419101510,0.02709599250348350,0.22197216193294900,0.2310747965880710,0.6718927435987280,0.019710537754364200,0.10410858198457400,0.7999160853731890,0.1785446620543340,0.6527461078518750,0.23818278104672700,0.09944139275934520,0.24317219099945400,0.7222669318556590,0.8556964681062860,0.8302198645669920,0.3971835296184550,0.6680851365706460,0.20498429541582100,0.29314773026101300,0.8963358185211200,0.013001923510736000,0.08550853085446810,0.20788625514602700,0.026532203873819700,0.18143543508979700,0.5830415609696920,0.42142455059249800,0.8926717110769750,0.8174435617384410,0.34181735169787600,0.2594234334312930,0.3796924081672670,0.5902949425148080,0.26806364082287600,0.624148907849134,0.4094116521912400,0.5520471808519800,0.4361265291353170,0.29446575954191800,0.9484533069621570,0.7636057941597610,0.14011317576645300,0.8684679758979130,0.48743119824951400,0.8945522268940910,0.7998552559473150,0.42521350446923300,0.022469308320117400,0.2686773593849460,0.5416342146608670,0.6334782198261470,0.2578876854332020,19.796225341059000
0.13935607407282400,0.8349302367992990,0.9844021807035520,0.5256901823026860,0.1716792858483040,0.27230732651936900,0.018390676547466700,0.914298806560499,0.11775108289014100,0.5765164755142540,0.274055220687206,0.5541780025157930,0.6514203883518640,0.8297418037072020,0.2064212717606030,0.010995828658480500,0.13688563006880700,0.9000186418481050,0.8738900775625150,0.5974131021703080,0.6005168604336530,0.6650366745462560,0.1753712786234500,0.9144119459249600,0.4187705248920730,0.38313852824949700,0.5189177052828380,0.046965966775055000,0.1662833687560790,0.7380336164263700,0.08279866792512650,0.6031521094663880,0.24534910968132100,0.38929561404197700,0.28869373677070000,0.35567271646494900,0.7190459051842460,0.297121715623175,0.5664046402968970,0.47605040219910000,0.6636711653626480,0.936829739324758,0.7325720972102500,0.21494037859075700,0.031183135061284700,0.2622640442998250,0.5950779307002550,0.05142581348425040,0.49636624720123600,0.5968428489168890,0.3342438908169610,0.7709122037458220,0.1065982531337720,0.07513778173580880,0.7281887562036030,0.49549131620619800,0.688402396427736,0.4348273386037460,0.2464020332391070,0.8191023176742000,0.7994158789689790,0.6946964708544270,0.2721451372299630,0.5902306668690870,0.3609738969400270,0.09158207332663420,0.9173135754622430,0.1368186309189610,0.9502373538208020,0.44600577295795600,0.18513292883862000,0.5419009473783580,0.8729458358764080,0.7322248864095610,0.8065611478614500,0.6587833667107170,0.6922765645178530,0.8491956515653190,0.24966800885918600,0.4894249636431410,0.22120944181960200,0.987668007996647,0.9440593396866130,0.0394268113685059,0.7055751725156890,0.9252483174156660,0.18057534512733400,0.5679452305526300,0.9154882975880420,0.03394597858579880,0.6974202672468400,0.29734900737255100,0.9243961953765300,0.9710582451653680,0.9442664891134340,0.47421421665746400,0.8620426509893130,0.8445493985350700,0.31910047324325600,0.8289154741506770,23.87461173258570
0.03700763471549260,0.596269878482053,0.23000883728770300,0.12056688577727900,0.07695320162920920,0.6962887758781400,0.33987496376806600,0.7247667715287620,0.06535634079894240,0.31529033783061000,0.5394912923753370,0.7907231648389640,0.3187525029320700,0.6258913764370090,0.8859777482361870,0.6158631881823050,0.23295947475363400,0.02440078155653800,0.8700988739009300,0.021269410850387100,0.8747016726841990,0.528937134027212,0.9390676985128960,0.7987832357736650,0.9979341105333380,0.35071181545171000,0.7671882889311270,0.40193091360924200,0.47987562030390900,0.6275054632183700,0.8736771141863390,0.9840834691992950,0.7682734138645180,0.41776678216733400,0.4213570022770700,0.7375823015888920,0.23877714576830200,0.11047411313139500,0.35462215764077700,0.28723899165408200,0.2963081204559900,0.23360775104991000,0.04209318963636190,0.01787393473341380,0.9877223897360320,0.42777313373586200,0.3843266471596820,0.6796472826930700,0.21825388786506400,0.9499611839502250,0.786345014415552,0.08941100231225950,0.41758077578492800,0.8791183075621650,0.9447320222914100,0.4674015112498700,0.6134113892107080,0.16703394609207500,0.9911686261369770,0.2316717013834430,0.9427317741351260,0.6496466489923690,0.6077367948788590,0.5126885110165090,0.2306698117177590,0.17652803200550800,0.22048620907017500,0.18643826214425500,0.7795844735667530,0.3501252591667300,0.05784267656339640,0.9691026301408110,0.8837858849634260,0.927752283195213,0.9949078226464350,0.1738952492194870,0.39624201890265900,0.7582384757040910,0.6960206180537920,0.15389590633985500,0.8158331249906180,0.22444057183666100,0.22381761482262300,0.5369744228934140,0.5929399348417030,0.5800862078378110,0.09148683739775490,0.8774608626303800,0.26560004258870600,0.12951492128280400,0.8887480798689770,0.9556514982297530,0.8621276172654510,0.8095160747248780,0.6552419806390220,0.5508573706091390,0.08698675991141010,0.4084532130706990,0.372688517012314,0.2597537837603260,22.79636285674170
